date,jackpot_eur,jackpot_won,jackpot_winners,source
2026-04-26,3089182,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-04-29,4258463,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-05-01,5238927,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-05-03,6449636,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-05-06,2113437,1,4,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-05-10,805163,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-05-13,1617992,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-05-15,2306776,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-05-17,3117718,1,1,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-05-20,1200000,1,1,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-05-24,741890,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-05-27,1447704,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-05-29,2160122,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-05-31,2954031,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-06-03,4159789,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-06-07,5507552,1,1,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-06-10,1200000,1,1,win2day:NN_W2D_STAT_Lotto_2026.csv
